clean_sector,clean_region,year,quarter,frequency,raw_variable,value,source_file,date
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,Norway,1135.7,"Imports Of Services By Major Trading Partner, Annual.csv",2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,Russian Federation,1429.8,"Imports Of Services By Major Trading Partner, Annual.csv",2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,Switzerland,5510.9,"Imports Of Services By Major Trading Partner, Annual.csv",2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,United Kingdom,6318.1,"Imports Of Services By Major Trading Partner, Annual.csv",2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,  Europe,150103.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Norway,2170.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Russian Federation,7739.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Switzerland,8513.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    United Kingdom,39465.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Other Markets In Europe,16492.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,  Europe,144990.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Norway,2440.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Russian Federation,7286.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Switzerland,8766.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    United Kingdom,39718.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Other Markets In Europe,16685.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,  Europe,149426.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Norway,2286.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Russian Federation,6006.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Switzerland,10464.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    United Kingdom,43841.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2016,4,quarterly,    Other Markets In Europe,15829.0,International Visitor Arrivals By Place Of Residence.csv,2016-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,  Europe,188890.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Norway,2675.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Russian Federation,8963.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Switzerland,8197.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    United Kingdom,58635.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Other Markets In Europe,20597.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,  Europe,188107.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Norway,2990.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Russian Federation,8949.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Switzerland,9867.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    United Kingdom,54456.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Other Markets In Europe,21341.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,  Europe,177009.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Norway,2522.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Russian Federation,12262.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Switzerland,9079.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    United Kingdom,46364.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,1,quarterly,    Other Markets In Europe,22844.0,International Visitor Arrivals By Place Of Residence.csv,2017-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,  Europe,97934.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Norway,2134.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Russian Federation,3992.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Switzerland,5201.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    United Kingdom,27974.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Other Markets In Europe,11227.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,  Europe,107646.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Norway,1387.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Russian Federation,5123.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Switzerland,6683.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    United Kingdom,30066.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Other Markets In Europe,12624.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,  Europe,163089.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Norway,3041.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Russian Federation,6616.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Switzerland,11697.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    United Kingdom,48170.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,2,quarterly,    Other Markets In Europe,17165.0,International Visitor Arrivals By Place Of Residence.csv,2017-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,  Europe,138100.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Norway,1721.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Russian Federation,4483.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Switzerland,7272.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    United Kingdom,42423.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Other Markets In Europe,15577.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,  Europe,179183.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Norway,1704.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Russian Federation,4933.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Switzerland,8432.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    United Kingdom,43467.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Other Markets In Europe,18688.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,  Europe,154203.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Norway,3872.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Russian Federation,4374.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Switzerland,10967.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    United Kingdom,38424.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,3,quarterly,    Other Markets In Europe,17131.0,International Visitor Arrivals By Place Of Residence.csv,2017-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,4687.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,1812.0,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,65.5,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,9379.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,417.2,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,12786.5,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,2112.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,3204.1,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,533.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,10363.9,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,4539.7,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,8066.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,828.8,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,1850.0,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,681.2,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,88.5,"Exports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Europe,50492.7,"Exports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Norway,1603.1,"Exports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Russian Federation,302.6,"Exports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Switzerland,7281.1,"Exports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,United Kingdom,10966.5,"Exports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,7968.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,636.3,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,198.9,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,14487.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,2079.2,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,10089.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,1300.3,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,10038.2,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,555.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,4543.0,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,1969.7,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,4671.1,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,354.6,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,877.5,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,264.9,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,391.8,"Imports Of Services By Industry And Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Europe,53264.8,"Imports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Norway,1319.9,"Imports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Russian Federation,1968.2,"Imports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,Switzerland,6768.9,"Imports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,United Kingdom,7321.9,"Imports Of Services By Major Trading Partner, Annual.csv",2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,150754.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Norway,2235.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Russian Federation,7896.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Switzerland,8508.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,42007.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Other Markets In Europe,17930.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,159370.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Norway,2480.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Russian Federation,7084.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Switzerland,9023.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,45133.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Other Markets In Europe,19003.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,  Europe,149618.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Norway,2232.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Russian Federation,5459.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Switzerland,9833.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    United Kingdom,41920.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2017,4,quarterly,    Other Markets In Europe,16346.0,International Visitor Arrivals By Place Of Residence.csv,2017-12-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,  Europe,210751.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Norway,3883.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Russian Federation,9516.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Switzerland,9691.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    United Kingdom,68106.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Other Markets In Europe,23862.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,  Europe,200960.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Norway,3517.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Russian Federation,8901.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Switzerland,9607.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    United Kingdom,57901.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Other Markets In Europe,24307.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,  Europe,204876.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Norway,3204.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Russian Federation,15838.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Switzerland,9137.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    United Kingdom,51537.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,1,quarterly,    Other Markets In Europe,28038.0,International Visitor Arrivals By Place Of Residence.csv,2018-03-31
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,  Europe,108999.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Norway,2464.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Russian Federation,3960.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Switzerland,5025.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    United Kingdom,30952.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Other Markets In Europe,14033.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,  Europe,121103.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Norway,1483.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Russian Federation,5265.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Switzerland,6849.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    United Kingdom,33852.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Other Markets In Europe,13540.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,  Europe,168796.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Norway,2449.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Russian Federation,7017.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Switzerland,9584.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    United Kingdom,54566.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,2,quarterly,    Other Markets In Europe,17479.0,International Visitor Arrivals By Place Of Residence.csv,2018-06-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,  Europe,159993.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Norway,2124.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Russian Federation,4456.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Switzerland,7084.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    United Kingdom,53207.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Other Markets In Europe,18379.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,  Europe,206031.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
Cross-Border / Trade Partner,Europe (Non-Eu),2018,3,quarterly,    Norway,2206.0,International Visitor Arrivals By Place Of Residence.csv,2018-09-30
